model,pdb_id,temperature,sample,score_nll,global_score_nll,seq_recovery,perplexity
ca_only,3CHY,0.3,2,0.8636,0.8636,0.4453,2.371683403876919
ca_only,3CHY,0.3,3,0.9102,0.9102,0.4141,2.484819447581257
ca_only,3CHY,0.3,4,0.8662,0.8662,0.4453,2.3778578039688734
ca_only,3CHY,0.3,5,0.8717,0.8717,0.4375,2.3909720530167644
ca_only,3CHY,0.3,6,0.9309,0.9309,0.4375,2.5367912626619398
ca_only,3CHY,0.3,7,0.938,0.938,0.4688,2.554866572043847
ca_only,3CHY,0.3,8,0.8775,0.8775,0.4531,2.4048799849382867
ca_only,3PGK,0.1,1,1.2894,1.2894,0.2024,3.630607537590177
ca_only,3PGK,0.1,2,1.2688,1.2688,0.2,3.5565821020693207
ca_only,3PGK,0.1,3,1.2744,1.2744,0.2048,3.576554833292958
ca_only,3PGK,0.1,4,1.2689,1.2689,0.1904,3.556937778063031
ca_only,3PGK,0.1,5,1.253,1.253,0.1952,3.5008297085958655
ca_only,3PGK,0.1,6,1.2634,1.2634,0.2145,3.537428320472126
ca_only,3PGK,0.1,7,1.2833,1.2833,0.188,3.6085282419268236
ca_only,3PGK,0.1,8,1.3157,1.3157,0.2,3.7273592237178526
ca_only,3PGK,0.2,1,1.3225,1.3225,0.2024,3.752791638650408
ca_only,3PGK,0.2,2,1.3621,1.3621,0.2,3.904383904852148
ca_only,3PGK,0.2,3,1.2964,1.2964,0.1855,3.656110948151431
ca_only,3PGK,0.2,4,1.3472,1.3472,0.1928,3.8466398462159423
ca_only,3PGK,0.2,5,1.292,1.292,0.1928,3.6400593992835644
ca_only,3PGK,0.2,6,1.369,1.369,0.1952,3.9314173117946223
ca_only,3PGK,0.2,7,1.3249,1.3249,0.1928,3.76180915527471
ca_only,3PGK,0.2,8,1.3299,1.3299,0.1783,3.780665302134611
ca_only,3PGK,0.3,1,1.3751,1.3751,0.1904,3.955472250368912
ca_only,3PGK,0.3,2,1.4514,1.4514,0.2,4.269087055292625
ca_only,3PGK,0.3,3,1.4422,1.4422,0.1735,4.229991569372272
ca_only,3PGK,0.3,4,1.4435,1.4435,0.212,4.235494134304718
ca_only,3PGK,0.3,5,1.4302,1.4302,0.1952,4.1795350153411865
ca_only,3PGK,0.3,6,1.4045,1.4045,0.188,4.073489487252839
ca_only,3PGK,0.3,7,1.4381,1.4381,0.1783,4.212684108477541
ca_only,3PGK,0.3,8,1.4139,1.4139,0.1711,4.111960820422078
ca_only,4HHB,0.1,1,0.8559,0.8559,0.4669,2.3534915701098
ca_only,4HHB,0.1,2,0.8456,0.8456,0.4564,2.3293750203788033
ca_only,4HHB,0.1,3,0.837,0.837,0.4477,2.3094282890863056
ca_only,4HHB,0.1,4,0.8336,0.8336,0.4704,2.3015895662834787
ca_only,4HHB,0.1,5,0.8426,0.8426,0.4495,2.322397367030928
ca_only,4HHB,0.1,6,0.8513,0.8513,0.4408,2.342690370692064
ca_only,4HHB,0.1,7,0.8491,0.8491,0.4564,2.3375421170320294
ca_only,4HHB,0.1,8,0.8339,0.8339,0.4495,2.302280146735252
ca_only,4HHB,0.2,1,0.8643,0.8643,0.439,2.3733441634576713
ca_only,4HHB,0.2,2,0.8732,0.8732,0.4634,2.3945612022852756
ca_only,4HHB,0.2,3,0.8619,0.8619,0.446,2.3676549672316582
ca_only,4HHB,0.2,4,0.8641,0.8641,0.4617,2.372869542088699
ca_only,4HHB,0.2,5,0.8733,0.8733,0.4425,2.394800670378709
ca_only,4HHB,0.2,6,0.8749,0.8749,0.4408,2.398635418431678
ca_only,4HHB,0.2,7,0.9082,0.9082,0.4512,2.479854775013553
ca_only,4HHB,0.2,8,0.8666,0.8666,0.4425,2.3788091373444518
ca_only,4HHB,0.3,1,0.9129,0.9129,0.4564,2.4915375254135683
ca_only,4HHB,0.3,2,0.9335,0.9335,0.4443,2.5433955017352687
ca_only,4HHB,0.3,3,0.9117,0.9117,0.439,2.4885494735727423
ca_only,4HHB,0.3,4,0.9098,0.9098,0.4582,2.483825718561278
ca_only,4HHB,0.3,5,0.9128,0.9128,0.453,2.491288384118299
ca_only,4HHB,0.3,6,0.9309,0.9309,0.446,2.5367912626619398
ca_only,4HHB,0.3,7,0.9328,0.9328,0.4355,2.54161574787058
ca_only,4HHB,0.3,8,0.9253,0.9253,0.4408,2.5226249343316764
