model,noise,pdb_id,sample,score_nll,seq_recovery,perplexity
ca_only,0.1,1STN,8,1.0693,0.4118,2.913339448428357
ca_only,0.1,1TIM,1,1.0994,0.2773,3.0023640649738157
ca_only,0.1,1TIM,2,1.1187,0.2773,3.0608724815086403
ca_only,0.1,1TIM,3,1.1132,0.2672,3.0440838937977577
ca_only,0.1,1TIM,4,1.0695,0.2794,2.913922174588716
ca_only,0.1,1TIM,5,1.0923,0.2713,2.981122775919684
ca_only,0.1,1TIM,6,1.0589,0.2834,2.8831977267940947
ca_only,0.1,1TIM,7,1.0642,0.2773,2.8985192408933727
ca_only,0.1,1TIM,8,1.1021,0.2733,3.0104814014221692
ca_only,0.1,1TUP,1,1.0885,0.3179,2.9698160058401504
ca_only,0.1,1TUP,2,1.1015,0.3299,3.0086756543596067
ca_only,0.1,1TUP,3,1.0863,0.3179,2.9632895923145
ca_only,0.1,1TUP,4,1.0965,0.3402,2.9936698219310185
ca_only,0.1,1TUP,5,1.1124,0.3333,3.0416496005298557
ca_only,0.1,1TUP,6,1.0899,0.3282,2.973976660026684
ca_only,0.1,1TUP,7,1.0547,0.3504,2.8711136905811347
ca_only,0.1,1TUP,8,1.1104,0.3197,3.035572380574491
ca_only,0.1,1UBI,1,0.9251,0.5132,2.5221204597939457
ca_only,0.1,1UBI,2,0.8577,0.5526,2.3577316698809647
ca_only,0.1,1UBI,3,0.8548,0.4605,2.35090415272314
ca_only,0.1,1UBI,4,0.9043,0.4737,2.4702021761933652
ca_only,0.1,1UBI,5,0.8698,0.4868,2.3864335190886066
ca_only,0.1,1UBI,6,0.8768,0.5132,2.4031971580069715
ca_only,0.1,1UBI,7,0.8606,0.5,2.36457901557603
ca_only,0.1,1UBI,8,0.8745,0.5,2.397676156129556
ca_only,0.1,1UBQ,1,0.8475,0.5,2.333805040103564
ca_only,0.1,1UBQ,2,0.8325,0.5132,2.2990592097118254
ca_only,0.1,1UBQ,3,0.9521,0.5263,2.591145355083347
ca_only,0.1,1UBQ,4,0.8496,0.5132,2.338711180332015
ca_only,0.1,1UBQ,5,0.9434,0.5263,2.568700168628038
ca_only,0.1,1UBQ,6,0.8973,0.4605,2.4529711399468814
ca_only,0.1,1UBQ,7,0.8468,0.5395,2.332171948224334
ca_only,0.1,1UBQ,8,0.9399,0.4605,2.559725432986919
ca_only,0.1,1VII,1,1.2892,0.3056,3.6298814886899686
ca_only,0.1,1VII,2,1.2251,0.2778,3.404506516420496
ca_only,0.1,1VII,3,1.0852,0.25,2.9600317658959816
ca_only,0.1,1VII,4,1.0909,0.3333,2.976952124170827
ca_only,0.1,1VII,5,1.1157,0.1944,3.0517036242266786
ca_only,0.1,1VII,6,1.0992,0.1944,3.001763652204099
ca_only,0.1,1VII,7,1.1494,0.1389,3.1562985623049995
ca_only,0.1,1VII,8,1.2415,0.25,3.4608007744694795
ca_only,0.1,2ACY,1,0.9491,0.3776,2.583383567520781
ca_only,0.1,2ACY,2,0.9264,0.3571,2.5254013485072826
ca_only,0.1,2ACY,3,0.9696,0.3469,2.6368894925778323
ca_only,0.1,2ACY,4,1.013,0.3571,2.753850185631011
ca_only,0.1,2ACY,5,1.0359,0.3367,2.8176409716962634
ca_only,0.1,2ACY,6,1.0249,0.3571,2.7868167649548066
ca_only,0.1,2ACY,7,1.0173,0.3367,2.7657172373051813
ca_only,0.1,2ACY,8,0.9733,0.3776,2.6466640554906147
ca_only,0.1,2CI2,1,0.9859,0.5692,2.680222999956269
ca_only,0.1,2CI2,2,0.9338,0.6154,2.544158634850033
ca_only,0.1,2CI2,3,0.9678,0.4769,2.632147360690267
ca_only,0.1,2CI2,4,0.9656,0.6462,2.626363001624745
ca_only,0.1,2CI2,5,1.0103,0.4462,2.7464248188858233
ca_only,0.1,2CI2,6,0.915,0.5077,2.496775251904888
ca_only,0.1,2CI2,7,1.0122,0.5538,2.7516479864796177
ca_only,0.1,2CI2,8,0.9426,0.6462,2.5666460302580374
ca_only,0.1,2CRO,1,0.8667,0.4769,2.3790470301526283
ca_only,0.1,2CRO,2,0.8529,0.4462,2.3464416755287623
ca_only,0.1,2CRO,3,0.8758,0.5077,2.400795162047111
ca_only,0.1,2CRO,4,0.9326,0.4462,2.541107475549932
ca_only,0.1,2CRO,5,0.857,0.4923,2.356081835221547
ca_only,0.1,2CRO,6,0.9503,0.4769,2.586485488582212
ca_only,0.1,2CRO,7,0.9316,0.4769,2.5385676382047078
ca_only,0.1,2CRO,8,0.9246,0.4615,2.5208597147765683
ca_only,0.1,2GB1,1,0.9826,0.2857,2.671392841830688
ca_only,0.1,2GB1,2,1.0213,0.2679,2.7768022615228087
ca_only,0.1,2GB1,3,1.0305,0.25,2.802466717808021
ca_only,0.1,2GB1,4,1.0101,0.25,2.745875588846881
ca_only,0.1,2GB1,5,1.0248,0.2679,2.7865380972119307
ca_only,0.1,2GB1,6,1.1272,0.3929,3.087000785579791
ca_only,0.1,2GB1,7,1.0927,0.375,2.982315463551676
ca_only,0.1,2GB1,8,1.0522,0.2321,2.863944871112777
ca_only,0.1,2LZM,1,0.7951,0.628,2.214662451976329
ca_only,0.1,2LZM,2,0.8146,0.6037,2.2582721827907197
ca_only,0.1,2LZM,3,0.8317,0.6341,2.2972206978468557
ca_only,0.1,2LZM,4,0.8552,0.5915,2.35184470248164
ca_only,0.1,2LZM,5,0.7981,0.5915,2.221316415286752
ca_only,0.1,2LZM,6,0.8227,0.5793,2.2766384705190563
ca_only,0.1,2LZM,7,0.8273,0.5915,2.287135131294121
ca_only,0.1,2LZM,8,0.7946,0.6707,2.213555397537014
ca_only,0.1,2PCY,1,1.0334,0.3939,2.8106056670620365
ca_only,0.1,2PCY,2,0.9645,0.4242,2.623475590690119
ca_only,0.1,2PCY,3,1.0004,0.4646,2.719369358681973
ca_only,0.1,2PCY,4,1.0222,0.4343,2.7793025085005523
ca_only,0.1,2PCY,5,0.9365,0.4242,2.551037144974101
ca_only,0.1,2PCY,6,0.9607,0.4242,2.613525300969478
ca_only,0.1,2PCY,7,0.9832,0.4343,2.672996158482682
ca_only,0.1,2PCY,8,0.9822,0.4545,2.670324498376891
ca_only,0.1,2PTL,1,1.4774,0.2051,4.381538857444728
ca_only,0.1,2PTL,2,1.5549,0.2436,4.734613040181551
ca_only,0.1,2PTL,3,1.501,0.2308,4.486173001000073
ca_only,0.1,2PTL,4,1.4063,0.1795,4.080828371344078
ca_only,0.1,2PTL,5,1.5873,0.1667,4.890526664309088
ca_only,0.1,2PTL,6,1.5683,0.2308,4.798483833518229
ca_only,0.1,2PTL,7,1.6009,0.2564,4.957492160157131
ca_only,0.1,2PTL,8,1.5181,0.1923,4.563546214913533
ca_only,0.1,3CHY,1,0.8532,0.4219,2.3471457136318556
ca_only,0.1,3CHY,2,0.908,0.4141,2.4793588536523394
ca_only,0.1,3CHY,3,0.8739,0.4609,2.3962379819312827
ca_only,0.1,3CHY,4,0.8625,0.4375,2.36907598647514
ca_only,0.1,3CHY,5,0.8403,0.4141,2.3170619911210646
ca_only,0.1,3CHY,6,0.8454,0.4141,2.3289091919591223
ca_only,0.1,3CHY,7,0.9289,0.4375,2.531722750338443
ca_only,0.1,3CHY,8,0.8733,0.4531,2.394800670378709
ca_only,0.1,3PGK,1,1.4213,0.1783,4.14250219420586
ca_only,0.1,3PGK,2,1.4018,0.2,4.062505900152369
ca_only,0.1,3PGK,3,1.3839,0.2072,3.9904340123050646
ca_only,0.1,3PGK,4,1.4291,0.2024,4.174940054516091
ca_only,0.1,3PGK,5,1.4077,0.2024,4.086545532142715
ca_only,0.1,3PGK,6,1.3939,0.2,4.030538540867077
ca_only,0.1,3PGK,7,1.4089,0.2217,4.091452330271348
ca_only,0.1,3PGK,8,1.4146,0.1976,4.114840200661883
ca_only,0.1,4HHB,1,0.9053,0.4373,2.47267361388245
ca_only,0.1,4HHB,2,0.9238,0.4739,2.518843833464785
ca_only,0.1,4HHB,3,0.9266,0.4495,2.5259064792883783
ca_only,0.1,4HHB,4,0.9128,0.4512,2.491288384118299
ca_only,0.1,4HHB,5,0.9098,0.4495,2.483825718561278
ca_only,0.1,4HHB,6,0.9064,0.4338,2.4753950513739293
ca_only,0.1,4HHB,7,0.9107,0.4582,2.486062167959252
ca_only,0.1,4HHB,8,0.9089,0.4617,2.481591281062272
ca_only,0.2,1AKI,1,1.079,0.4341,2.9417363433635764
ca_only,0.2,1AKI,2,1.0523,0.4496,2.86423127992009
ca_only,0.2,1AKI,3,1.1092,0.3411,3.031931878455933
ca_only,0.2,1AKI,4,1.1181,0.3643,3.059036508866607
ca_only,0.2,1AKI,5,1.2968,0.4031,3.6575736850585696
ca_only,0.2,1AKI,6,1.0154,0.4961,2.7604673635137402
ca_only,0.2,1AKI,7,1.0731,0.3876,2.924431199311993
ca_only,0.2,1AKI,8,1.2261,0.4186,3.407912725757734
ca_only,0.2,1BPI,1,1.3795,0.3448,3.9729146734609038
ca_only,0.2,1BPI,2,1.2724,0.3966,3.5694088719696824
ca_only,0.2,1BPI,3,1.4032,0.3276,4.068197391526935
ca_only,0.2,1BPI,4,1.2346,0.3621,3.4370034443304514
ca_only,0.2,1BPI,5,1.4851,0.3276,4.4154069313954185
ca_only,0.2,1BPI,6,1.4483,0.3276,4.255873377204208
ca_only,0.2,1BPI,7,1.5338,0.3966,4.635759279736098
ca_only,0.2,1BPI,8,1.3099,0.3103,3.7058031133692286
ca_only,0.2,1CRN,1,1.2541,0.3043,3.5046827400541094
ca_only,0.2,1CRN,2,1.3118,0.3261,3.7128508324976135
ca_only,0.2,1CRN,3,1.1541,0.413,3.171168081545752
ca_only,0.2,1CRN,4,1.1022,0.2826,3.0107824646152204
ca_only,0.2,1CRN,5,1.4328,0.2391,4.190415945460639
ca_only,0.2,1CRN,6,1.1789,0.2609,3.250796359441155
ca_only,0.2,1CRN,7,1.1282,0.3043,3.090089330380393
ca_only,0.2,1CRN,8,1.1599,0.2391,3.1896142987377076
ca_only,0.2,1CSP,1,1.2567,0.403,3.5138067712789716
ca_only,0.2,1CSP,2,1.268,0.5075,3.5537379741905037
ca_only,0.2,1CSP,3,1.2048,0.4627,3.3360917929825344
ca_only,0.2,1CSP,4,1.3992,0.4478,4.0519571041892135
ca_only,0.2,1CSP,5,1.2767,0.3881,3.584790376653895
ca_only,0.2,1CSP,6,1.3246,0.403,3.760680781792613
ca_only,0.2,1CSP,7,1.2151,0.4328,3.3706311105800713
ca_only,0.2,1CSP,8,1.2057,0.403,3.339095627118821
ca_only,0.2,1ENH,1,1.2003,0.3148,3.3211131072335713
ca_only,0.2,1ENH,2,1.1844,0.3704,3.268724997978973
ca_only,0.2,1ENH,3,1.2173,0.4074,3.378054661935673
ca_only,0.2,1ENH,4,1.1863,0.3333,3.2749414792622273
ca_only,0.2,1ENH,5,1.1572,0.3333,3.1810139558187642
ca_only,0.2,1ENH,6,1.0997,0.4074,3.0032649093132022
ca_only,0.2,1ENH,7,1.2131,0.3148,3.3638965851292038
ca_only,0.2,1ENH,8,1.262,0.3704,3.532479385886001
ca_only,0.2,1FKB,1,1.1782,0.4766,3.248521598248849
ca_only,0.2,1FKB,2,1.2044,0.4673,3.334757623117103
ca_only,0.2,1FKB,3,1.0833,0.486,2.954413045015914
ca_only,0.2,1FKB,4,1.1503,0.4673,3.1591405096955687
ca_only,0.2,1FKB,5,1.1184,0.4673,3.0599543574896764
ca_only,0.2,1FKB,6,1.3563,0.3925,3.881804023159813
ca_only,0.2,1FKB,7,1.078,0.4393,2.938796077398218
ca_only,0.2,1FKB,8,1.0501,0.4766,2.857936897463702
ca_only,0.2,1HEL,1,1.1492,0.4341,3.1556673657143017
ca_only,0.2,1HEL,2,1.1681,0.4496,3.2158766645304824
ca_only,0.2,1HEL,3,1.1896,0.4186,3.285766637831603
ca_only,0.2,1HEL,4,1.2682,0.3101,3.55444879286484
ca_only,0.2,1HEL,5,1.1826,0.4109,3.262846585141337
ca_only,0.2,1HEL,6,1.2554,0.3643,3.5092417903568105
ca_only,0.2,1HEL,7,1.0594,0.4031,2.8846396861172816
ca_only,0.2,1HEL,8,1.1749,0.4031,3.237819145733752
ca_only,0.2,1IGD,1,1.3668,0.4754,3.922777700765449
ca_only,0.2,1IGD,2,1.3427,0.3934,3.8293688557812353
ca_only,0.2,1IGD,3,1.1735,0.4262,3.233289370512243
ca_only,0.2,1IGD,4,1.2969,0.377,3.6579394607155535
ca_only,0.2,1IGD,5,1.1779,0.3607,3.2475471879382294
ca_only,0.2,1IGD,6,1.2776,0.3934,3.5880181402686366
ca_only,0.2,1IGD,7,1.3015,0.2951,3.674804742644178
ca_only,0.2,1IGD,8,1.3012,0.3607,3.6737024665710623
ca_only,0.2,1LZ1,1,1.2537,0.3923,3.5032811472953274
ca_only,0.2,1LZ1,2,1.1577,0.3769,3.1826048604896973
ca_only,0.2,1LZ1,3,1.2342,0.3769,3.4356289178763375
ca_only,0.2,1LZ1,4,1.1266,0.3615,3.0851491406574696
ca_only,0.2,1LZ1,5,1.2458,0.3154,3.4757142588118475
ca_only,0.2,1LZ1,6,1.1736,0.4,3.23361271561628
ca_only,0.2,1LZ1,7,1.1911,0.3462,3.290698986124755
ca_only,0.2,1LZ1,8,1.1238,0.3769,3.076522805568624
ca_only,0.2,1MBN,1,1.3279,0.3725,3.773111527822578
ca_only,0.2,1MBN,2,1.2198,0.3725,3.386510363813849
ca_only,0.2,1MBN,3,1.2323,0.3268,3.4291074203169374
ca_only,0.2,1MBN,4,1.1147,0.3333,3.0486534459457744
ca_only,0.2,1MBN,5,1.2297,0.3399,3.4202033213687213
ca_only,0.2,1MBN,6,1.2293,0.3595,3.4188355136199613
ca_only,0.2,1MBN,7,1.1958,0.3464,3.3062016741385194
ca_only,0.2,1MBN,8,1.1914,0.3856,3.291686343916856
ca_only,0.2,1PIN,1,1.1637,0.3791,3.2017578912859666
ca_only,0.2,1PIN,2,1.2779,0.3791,3.5890947071876806
ca_only,0.2,1PIN,3,1.2025,0.4118,3.3284275990603165
ca_only,0.2,1PIN,4,1.1873,0.3791,3.2782180587581897
ca_only,0.2,1PIN,5,1.2239,0.4118,3.4004235588652794
ca_only,0.2,1PIN,6,1.3281,0.4183,3.7738662255954045
ca_only,0.2,1PIN,7,1.1909,0.451,3.2900409121371226
ca_only,0.2,1PIN,8,1.1604,0.4314,3.191209504655323
ca_only,0.2,1R69,1,1.3163,0.3492,3.7295963103109484
ca_only,0.2,1R69,2,1.0718,0.4286,2.92063190882677
ca_only,0.2,1R69,3,1.1616,0.4603,3.1950412546510965
ca_only,0.2,1R69,4,0.9667,0.5397,2.629253590458923
ca_only,0.2,1R69,5,1.0128,0.4762,2.753299470667217
ca_only,0.2,1R69,6,0.9069,0.4603,2.476633058375575
ca_only,0.2,1R69,7,0.9974,0.381,2.7112234755400513
ca_only,0.2,1R69,8,1.0721,0.5238,2.9215082298409976
ca_only,0.2,1RIS,1,1.121,0.2887,3.0679205904343334
ca_only,0.2,1RIS,2,1.1675,0.299,3.21394771727381
ca_only,0.2,1RIS,3,1.1529,0.3711,3.1673649621758937
ca_only,0.2,1RIS,4,1.199,0.3299,3.316798465319058
ca_only,0.2,1RIS,5,1.2456,0.2577,3.475019185469736
ca_only,0.2,1RIS,6,1.189,0.299,3.2837957691686293
ca_only,0.2,1RIS,7,1.1796,0.3505,3.2530727135237414
ca_only,0.2,1RIS,8,1.2223,0.2887,3.394987231392822
ca_only,0.2,1SHG,1,1.1393,0.3509,3.124580393210059
ca_only,0.2,1SHG,2,0.9922,0.4211,2.697161705754526
ca_only,0.2,1SHG,3,0.964,0.3509,2.6221641807745737
ca_only,0.2,1SHG,4,1.0132,0.5088,2.7544010107488135
ca_only,0.2,1SHG,5,1.0481,0.3684,2.8522267357338915
ca_only,0.2,1SHG,6,0.9526,0.4035,2.5924412517080473
ca_only,0.2,1SHG,7,0.9764,0.4561,2.654881444434741
ca_only,0.2,1SHG,8,0.9575,0.3509,2.605175386993995
ca_only,0.2,1STN,1,1.2397,0.4338,3.454576936210304
ca_only,0.2,1STN,2,1.2189,0.4044,3.3834638756117457
ca_only,0.2,1STN,3,1.1601,0.3456,3.190252285393994
ca_only,0.2,1STN,4,1.2016,0.375,3.325433361830027
ca_only,0.2,1STN,5,1.2113,0.3676,3.3578470175202026
ca_only,0.2,1STN,6,1.1365,0.4191,3.1158438050404125
ca_only,0.2,1STN,7,1.2772,0.4412,3.5865832200157115
ca_only,0.2,1STN,8,1.2426,0.3897,3.464609749873796
ca_only,0.2,1TIM,1,1.3048,0.2955,3.6869516296351406
ca_only,0.2,1TIM,2,1.3842,0.2429,3.9916313220962456
ca_only,0.2,1TIM,3,1.3048,0.2692,3.6869516296351406
ca_only,0.2,1TIM,4,1.2936,0.2611,3.645888156084391
ca_only,0.2,1TIM,5,1.3851,0.2551,3.9952254073819096
ca_only,0.2,1TIM,6,1.3076,0.2713,3.6972895605472824
ca_only,0.2,1TIM,7,1.2424,0.2733,3.463916897211397
ca_only,0.2,1TIM,8,1.3334,0.251,3.7939208143067167
ca_only,0.2,1TUP,1,1.3415,0.3162,3.8247763691973464
ca_only,0.2,1TUP,2,1.3653,0.3299,3.9168979451334787
ca_only,0.2,1TUP,3,1.3356,0.2991,3.8022766281232117
ca_only,0.2,1TUP,4,1.3449,0.3402,3.8378027411361777
ca_only,0.2,1TUP,5,1.3232,0.3316,3.7554195124459864
ca_only,0.2,1TUP,6,1.2927,0.3162,3.642608332885742
ca_only,0.2,1TUP,7,1.2703,0.3282,3.5619209783786174
ca_only,0.2,1TUP,8,1.3809,0.3197,3.978480649277712
ca_only,0.2,1UBI,1,0.9725,0.5395,2.6445475709529163
ca_only,0.2,1UBI,2,0.944,0.5395,2.570241851187732
ca_only,0.2,1UBI,3,1.0156,0.4737,2.761019512199471
ca_only,0.2,1UBI,4,1.0704,0.4868,2.916545885038448
ca_only,0.2,1UBI,5,0.9842,0.5,2.675670491584855
ca_only,0.2,1UBI,6,0.943,0.5132,2.567672894029203
ca_only,0.2,1UBI,7,1.0322,0.4605,2.8072349630884306
ca_only,0.2,1UBI,8,1.0923,0.4868,2.981122775919684
ca_only,0.2,1UBQ,1,1.038,0.4342,2.823564234986481
ca_only,0.2,1UBQ,2,0.8586,0.5263,2.3598545835517126
ca_only,0.2,1UBQ,3,1.0031,0.4737,2.726721576978643
ca_only,0.2,1UBQ,4,1.0495,0.4868,2.8562226496509955
ca_only,0.2,1UBQ,5,0.9782,0.4737,2.6596645345243695
ca_only,0.2,1UBQ,6,1.2138,0.5,3.3662521370857936
ca_only,0.2,1UBQ,7,1.0162,0.5,2.7626766209897142
ca_only,0.2,1UBQ,8,1.0226,0.4474,2.7804144518778022
ca_only,0.2,1VII,1,1.3615,0.3056,3.9020419771578023
ca_only,0.2,1VII,2,1.2878,0.25,3.6248032102301773
ca_only,0.2,1VII,3,1.3072,0.25,3.695810940466794
ca_only,0.2,1VII,4,1.2558,0.2222,3.510645767849732
ca_only,0.2,1VII,5,1.2454,0.1944,3.474324251128393
ca_only,0.2,1VII,6,1.3498,0.1667,3.856654122734203
ca_only,0.2,1VII,7,1.3226,0.1667,3.7531669365788565
ca_only,0.2,1VII,8,1.3123,0.3056,3.714707722097577
ca_only,0.2,2ACY,1,1.0976,0.3673,2.9969646705696626
ca_only,0.2,2ACY,2,1.0962,0.3061,2.9927718556861107
ca_only,0.2,2ACY,3,1.283,0.2857,3.6074458458217786
ca_only,0.2,2ACY,4,1.2693,0.3163,3.558360837767223
ca_only,0.2,2ACY,5,1.1875,0.3163,3.2788737679386735
ca_only,0.2,2ACY,6,1.152,0.3367,3.1645156161079964
ca_only,0.2,2ACY,7,1.2601,0.3061,3.5257740471418137
ca_only,0.2,2ACY,8,1.1938,0.3367,3.2995958787875246
ca_only,0.2,2CI2,1,1.1547,0.5077,3.1730713533191137
ca_only,0.2,2CI2,2,1.0215,0.5846,2.7773576775148614
ca_only,0.2,2CI2,3,1.0459,0.4462,2.845958734245009
ca_only,0.2,2CI2,4,1.0919,0.4769,2.979930565267343
ca_only,0.2,2CI2,5,1.2432,0.4,3.4666891394782207
ca_only,0.2,2CI2,6,0.999,0.4615,2.715564905318567
ca_only,0.2,2CI2,7,1.2697,0.4615,3.5597844668091567
ca_only,0.2,2CI2,8,1.0632,0.6154,2.8956221704291334
ca_only,0.2,2CRO,1,0.9527,0.4154,2.5927005087958563
ca_only,0.2,2CRO,2,0.9444,0.4154,2.571270153574974
ca_only,0.2,2CRO,3,0.9416,0.4923,2.564080667123127
ca_only,0.2,2CRO,4,1.0771,0.4462,2.936152350783987
ca_only,0.2,2CRO,5,1.0219,0.4308,2.7784688428041093
ca_only,0.2,2CRO,6,1.1298,0.4154,3.0950374307336888
ca_only,0.2,2CRO,7,1.0963,0.4615,2.9930711478360372
ca_only,0.2,2CRO,8,1.0564,0.4308,2.8759987349663687
ca_only,0.2,2GB1,1,1.1996,0.2857,3.3187891415413957
ca_only,0.2,2GB1,2,1.0957,0.2857,2.9912758437924074
ca_only,0.2,2GB1,3,1.2377,0.3571,3.447674686887955
ca_only,0.2,2GB1,4,1.0567,0.3036,2.8768616640197444
ca_only,0.2,2GB1,5,1.0741,0.2679,2.927357093214432
ca_only,0.2,2GB1,6,1.1979,0.2857,3.313151992934704
ca_only,0.2,2GB1,7,1.2173,0.3571,3.378054661935673
ca_only,0.2,2GB1,8,1.2128,0.2679,3.362887567513875
ca_only,0.2,2LZM,1,0.9998,0.5732,2.717738226455366
ca_only,0.2,2LZM,2,1.0288,0.5427,2.797706571658376
ca_only,0.2,2LZM,3,0.9698,0.622,2.637416923217654
ca_only,0.2,2LZM,4,1.0156,0.5427,2.761019512199471
ca_only,0.2,2LZM,5,0.9809,0.5793,2.6668553319757358
ca_only,0.2,2LZM,6,1.0015,0.5183,2.722362310798398
ca_only,0.2,2LZM,7,1.0212,0.5427,2.7765245951802053
ca_only,0.2,2LZM,8,0.936,0.5976,2.5497619452281173
ca_only,0.2,2PCY,1,1.1887,0.3939,3.2828107781939124
ca_only,0.2,2PCY,2,1.1405,0.4444,3.128332140279944
ca_only,0.2,2PCY,3,1.1721,0.3939,3.228765932538935
ca_only,0.2,2PCY,4,1.2306,0.4343,3.423282889955946
ca_only,0.2,2PCY,5,1.0892,0.404,2.9718956048189638
ca_only,0.2,2PCY,6,1.1271,0.4444,3.0866921009357227
ca_only,0.2,2PCY,7,1.0599,0.4242,2.8860823666004056
ca_only,0.2,2PCY,8,1.0948,0.4646,2.988584906636353
ca_only,0.2,2PTL,1,1.5126,0.1795,4.538515607998481
ca_only,0.2,2PTL,2,1.5971,0.2179,4.93868943774705
ca_only,0.2,2PTL,3,1.6947,0.1923,5.445012216497795
ca_only,0.2,2PTL,4,1.5065,0.141,4.510914930441287
ca_only,0.2,2PTL,5,1.5859,0.2564,4.883684717459369
ca_only,0.2,2PTL,6,1.6145,0.2564,5.0253746078882715
ca_only,0.2,2PTL,7,1.839,0.2051,6.2902448699855995
ca_only,0.2,2PTL,8,1.6094,0.2436,4.999810441422834
ca_only,0.2,3CHY,1,1.0233,0.4375,2.7823614233546325
ca_only,0.2,3CHY,2,1.1051,0.4531,3.019526406350075
ca_only,0.2,3CHY,3,1.0846,0.4609,2.958256279535617
ca_only,0.2,3CHY,4,1.0437,0.4609,2.839704507201955
ca_only,0.2,3CHY,5,1.0016,0.4141,2.722634560641743
ca_only,0.2,3CHY,6,0.9347,0.3984,2.54644940831483
ca_only,0.2,3CHY,7,1.1369,0.4219,3.117090391863172
ca_only,0.2,3CHY,8,1.0908,0.4297,2.9766544438426745
ca_only,0.2,3PGK,1,1.6146,0.1928,5.025877170476771
ca_only,0.2,3PGK,2,1.631,0.1976,5.10898114604348
ca_only,0.2,3PGK,3,1.6012,0.212,4.9589796309146355
ca_only,0.2,3PGK,4,1.6491,0.2145,5.202295653529712
ca_only,0.2,3PGK,5,1.6086,0.1952,4.9958121925824726
ca_only,0.2,3PGK,6,1.6098,0.1952,5.0018107656375745
ca_only,0.2,3PGK,7,1.5588,0.2145,4.753114084624856
ca_only,0.2,3PGK,8,1.6098,0.1735,5.0018107656375745
ca_only,0.2,4HHB,1,1.0727,0.4164,2.9232616607555735
ca_only,0.2,4HHB,2,1.0712,0.4443,2.91888005529009
ca_only,0.2,4HHB,3,1.1048,0.439,3.0186206842932712
ca_only,0.2,4HHB,4,1.117,0.4408,3.0556734187455317
ca_only,0.2,4HHB,5,1.1013,0.4233,3.0080739793982367
ca_only,0.2,4HHB,6,1.0629,0.4111,2.894753614067973
ca_only,0.2,4HHB,7,1.1086,0.4199,3.0301132649674645
ca_only,0.2,4HHB,8,1.1109,0.4443,3.037090546274575
ca_only,0.3,1AKI,1,1.3501,0.3953,3.8578112925378147
ca_only,0.3,1AKI,2,1.4734,0.4109,4.364047707636093
ca_only,0.3,1AKI,3,1.3025,0.3411,3.6784813854018137
ca_only,0.3,1AKI,4,1.4714,0.3411,4.355328334500414
ca_only,0.3,1AKI,5,1.646,0.3798,5.186193508224125
ca_only,0.3,1AKI,6,1.3651,0.4496,3.9161146438771888
ca_only,0.3,1AKI,7,1.4285,0.3721,4.172435841822315
ca_only,0.3,1AKI,8,1.5075,0.3488,4.515428101581201
ca_only,0.3,1BPI,1,1.4958,0.3621,4.462905449458407
ca_only,0.3,1BPI,2,1.3963,0.3793,4.040223450608092
ca_only,0.3,1BPI,3,1.6379,0.3276,5.144355015454933
ca_only,0.3,1BPI,4,1.471,0.3103,4.353586551546428
ca_only,0.3,1BPI,5,1.794,0.3793,6.013458255819809
ca_only,0.3,1BPI,6,1.6465,0.3276,5.188787253360486
ca_only,0.3,1BPI,7,2.1985,0.2586,9.01148612725049
ca_only,0.3,1BPI,8,1.5768,0.3276,4.839444783521893
ca_only,0.3,1CRN,1,1.3258,0.3043,3.765196307504328
ca_only,0.3,1CRN,2,1.5035,0.2609,4.497402464483249
ca_only,0.3,1CRN,3,1.4592,0.3478,4.302516138262211
ca_only,0.3,1CRN,4,1.2857,0.3261,3.6171991105878245
ca_only,0.3,1CRN,5,1.6495,0.2609,5.204376988030272
ca_only,0.3,1CRN,6,1.4094,0.2391,4.093498567953274
ca_only,0.3,1CRN,7,1.3851,0.3478,3.9952254073819096
ca_only,0.3,1CRN,8,1.3611,0.2391,3.9004814724886803
ca_only,0.3,1CSP,1,1.7009,0.3582,5.478876161993683
ca_only,0.3,1CSP,2,1.6023,0.4328,4.964437509791688
ca_only,0.3,1CSP,3,1.4261,0.3731,4.162434002809639
ca_only,0.3,1CSP,4,1.562,0.4478,4.768348411618889
ca_only,0.3,1CSP,5,1.7741,0.2687,5.894973272193466
ca_only,0.3,1CSP,6,1.5469,0.3731,4.696887240263821
ca_only,0.3,1CSP,7,1.632,0.403,5.114092682531806
ca_only,0.3,1CSP,8,1.6896,0.3433,5.417313346349808
ca_only,0.3,1ENH,1,1.2701,0.3519,3.561208665416612
ca_only,0.3,1ENH,2,1.544,0.2778,4.683285998599671
ca_only,0.3,1ENH,3,1.2765,0.3704,3.5840734902695925
ca_only,0.3,1ENH,4,1.3472,0.3519,3.8466398462159423
ca_only,0.3,1ENH,5,1.4677,0.3333,4.33924339515079
ca_only,0.3,1ENH,6,1.1993,0.3889,3.3177936541295114
ca_only,0.3,1ENH,7,1.3579,0.2778,3.888019880957057
ca_only,0.3,1ENH,8,1.3869,0.3704,4.002423289265464
ca_only,0.3,1FKB,1,1.4583,0.3738,4.298645615734173
ca_only,0.3,1FKB,2,1.4573,0.4206,4.294349118724985
ca_only,0.3,1FKB,3,1.3497,0.4112,3.8562684766045567
ca_only,0.3,1FKB,4,1.2811,0.4486,3.6005982060325152
ca_only,0.3,1FKB,5,1.3515,0.4486,3.863216010767357
ca_only,0.3,1FKB,6,1.6256,0.3832,5.081467002900666
